                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.63745,                0.61913,                0.99746,                0.95808,                0.91356,                0.95836,                 0.8383,                0.57332,                0.50017,                0.93428,             0.00095149,             0.00095149,             0.00095149
                     52,                0.64327,                0.63477,                0.99212,                0.95677,                0.92424,                0.95883,                0.83412,                0.55089,                0.55632,                0.92356,              0.0009505,              0.0009505,              0.0009505
                     53,                0.61376,                0.59561,                0.97057,                0.97038,                0.87952,                0.96998,                0.85096,                0.52755,                0.55526,                 0.9139,             0.00094951,             0.00094951,             0.00094951
                     54,                0.61407,                 0.6163,                  0.957,                0.94184,                0.92525,                0.96231,                0.85256,                0.54076,                0.55715,                 0.9016,             0.00094852,             0.00094852,             0.00094852
                     55,                0.61017,                0.60519,                0.97951,                0.94186,                0.93113,                0.97035,                0.86104,                0.50662,                0.53319,                0.91355,             0.00094753,             0.00094753,             0.00094753
                     56,                0.63944,                0.63648,                0.98936,                0.97433,                0.90395,                0.96296,                0.84028,                0.57966,                0.57676,                0.94117,             0.00094654,             0.00094654,             0.00094654
                     57,                0.64585,                0.63086,                0.99714,                0.94644,                0.90896,                0.95645,                0.82342,                0.56841,                0.53391,                0.92929,             0.00094555,             0.00094555,             0.00094555
                     58,                0.61255,                0.61694,                0.97276,                0.97362,                0.89842,                0.96487,                0.85687,                0.53383,                0.51123,                0.89412,             0.00094456,             0.00094456,             0.00094456
                     59,                 0.5871,                0.57139,                0.95355,                0.97464,                 0.9097,                0.97363,                0.86522,                0.53511,                0.49726,                0.89933,             0.00094357,             0.00094357,             0.00094357
                     60,                0.58431,                0.56935,                0.94986,                 0.9392,                0.96163,                0.97331,                0.86791,                0.52631,                0.49507,                0.91196,             0.00094258,             0.00094258,             0.00094258
                     61,                0.60833,                0.56916,                0.98964,                 0.9452,                0.92194,                 0.9743,                0.85247,                0.56644,                0.50946,                0.92994,             0.00094159,             0.00094159,             0.00094159
